iter	Passed	Remaining
605	17278	11233
606	17301	11201
607	17329	11172
608	17353	11141
609	17380	11112
610	17410	11084
611	17442	11058
612	17471	11030
613	17505	11004
614	17537	10978
615	17569	10952
616	17592	10920
617	17619	10891
618	17655	10866
619	17689	10841
620	17720	10815
621	17745	10784
622	17769	10753
623	17796	10723
624	17819	10691
625	17844	10661
626	17869	10630
627	17890	10597
628	17914	10566
629	17939	10535
630	17965	10506
631	17990	10475
632	18019	10447
633	18051	10420
634	18080	10392
635	18107	10363
636	18144	10339
637	18180	10315
638	18207	10286
639	18233	10256
640	18258	10225
641	18277	10192
642	18303	10162
643	18324	10129
644	18344	10096
645	18371	10067
646	18394	10035
647	18420	10006
648	18442	9974
649	18469	9945
650	18504	9920
651	18528	9889
652	18553	9859
653	18578	9828
654	18594	9793
655	18612	9760
656	18636	9729
657	18674	9706
658	18696	9674
659	18718	9642
660	18745	9614
661	18766	9581
662	18788	9550
663	18811	9518
664	18834	9487
665	18852	9454
666	18873	9422
667	18897	9392
668	18919	9360
669	18939	9328
670	18959	9296
671	18979	9263
672	19016	9239
673	19053	9215
674	19076	9184
675	19100	9154
676	19124	9124
677	19149	9094
678	19178	9066
679	19204	9037
680	19227	9006
681	19253	8977
682	19277	8947
683	19305	8919
684	19330	8889
685	19356	8859
686	19377	8828
687	19400	8798
688	19423	8767
689	19449	8738
690	19481	8711
691	19505	8681
692	19531	8652
693	19553	8621
694	19574	8590
695	19595	8559
696	19617	8528
697	19641	8498
698	19664	8467
699	19685	8436
700	19706	8405
701	19725	8373
702	19748	8343
703	19769	8312
704	19793	8282
705	19815	8251
706	19850	8226
707	19872	8196
708	19894	8165
709	19921	8137
710	19941	8105
711	19964	8075
712	19986	8044
713	20007	8014
714	20032	7985
715	20056	7955
716	20078	7925
717	20100	7894
718	20123	7864
719	20147	7835
720	20176	7807
721	20197	7776
722	20222	7747
723	20244	7717
724	20269	7688
725	20292	7658
726	20315	7628
727	20341	7600
728	20367	7571
729	20392	7542
730	20416	7512
731	20440	7483
732	20468	7455
733	20490	7425
734	20509	7394
735	20534	7365
736	20561	7337
737	20587	7309
738	20610	7279
739	20630	7248
740	20655	7219
741	20681	7191
742	20705	7161
743	20728	7132
744	20762	7106
745	20785	7077
746	20818	7050
747	20841	7021
748	20864	6991
749	20894	6964
750	20928	6938
751	20954	6910
752	20977	6881
753	21001	6852
754	21026	6823
755	21053	6794
756	21076	6765
757	21100	6736
758	21122	6706
759	21146	6677
760	21165	6647
761	21185	6616
762	21209	6587
763	21233	6559
764	21263	6531
765	21284	6502
766	21304	6471
767	21330	6443
768	21355	6414
769	21374	6384
770	21397	6355
771	21417	6325
772	21441	6296
773	21470	6269
774	21499	6241
775	21537	6216
776	21559	6187
777	21584	6158
778	21609	6130
779	21632	6101
780	21660	6073
781	21684	6045
782	21711	6017
783	21738	5989
784	21762	5960
785	21788	5932
786	21810	5903
787	21837	5875
788	21862	5846
789	21888	5818
790	21911	5789
791	21937	5761
792	21958	5732
793	21980	5702
794	22002	5673
795	22022	5644
796	22045	5615
797	22068	5586
798	22092	5557
799	22117	5529
800	22143	5501
801	22164	5472
802	22194	5444
803	22218	5416
804	22240	5387
805	22263	5358
806	22288	5330
807	22321	5304
808	22345	5275
809	22370	5247
810	22393	5218
811	22414	5189
812	22454	5164
813	22483	5137
814	22503	5108
815	22522	5078
816	22539	5048
817	22561	5019
818	22585	4991
819	22612	4963
820	22630	4933
821	22655	4905
822	22678	4877
823	22699	4848
824	22727	4820
825	22749	4792
826	22772	4763
827	22795	4735
828	22820	4707
829	22842	4678
830	22863	4649
831	22883	4620
832	22907	4592
833	22929	4563
834	22955	4536
835	22977	4507
836	23002	4479
837	23028	4451
838	23051	4423
839	23092	4398
840	23121	4371
841	23148	4343
842	23173	4315
843	23197	4287
844	23219	4259
845	23244	4231
846	23278	4204
847	23303	4177
848	23325	4148
849	23347	4120
850	23375	4092
851	23399	4064
852	23426	4037
853	23445	4008
854	23467	3979
855	23490	3951
856	23513	3923
857	23536	3895
858	23559	3867
859	23588	3839
860	23612	3811
861	23636	3784
862	23657	3755
863	23683	3728
864	23706	3699
865	23731	3672
866	23754	3643
867	23780	3616
868	23802	3588
869	23826	3560
870	23852	3532
871	23871	3504
872	23905	3477
873	23938	3451
874	23971	3424
875	24001	3397
876	24024	3369
877	24046	3341
878	24071	3313
879	24096	3285
880	24114	3257
881	24140	3229
882	24168	3202
883	24194	3174
884	24220	3147
885	24247	3119
886	24269	3091
887	24292	3063
888	24313	3035
889	24332	3007
890	24355	2979
891	24377	2951
892	24400	2923
893	24426	2896
894	24450	2868
895	24472	2840
896	24493	2812
897	24520	2785
898	24548	2757
899	24571	2730
900	24591	2702
901	24613	2674
902	24637	2646
903	24663	2619
904	24688	2591
905	24711	2563
906	24736	2536
907	24762	2508
908	24787	2481
909	24811	2453
910	24838	2426
911	24860	2398
912	24881	2370
913	24904	2343
914	24932	2316
915	24957	2288
916	24982	2261
917	25007	2233
918	25031	2206
919	25054	2178
920	25081	2151
921	25108	2124
922	25140	2097
923	25162	2069
924	25185	2042
925	25210	2014
926	25238	1987
927	25262	1960
928	25302	1933
929	25331	1906
930	25356	1879
931	25381	1851
932	25410	1824
933	25433	1797
934	25460	1769
935	25487	1742
936	25518	1715
937	25544	1688
938	25568	1660
939	25596	1633
940	25620	1606
941	25643	1578
942	25671	1551
943	25695	1524
944	25719	1496
945	25740	1469
946	25763	1441
947	25788	1414
948	25811	1387
949	25831	1359
950	25855	1332
951	25877	1304
952	25909	1277
953	25934	1250
954	25958	1223
955	25978	1195
956	26003	1168
957	26027	1141
958	26048	1113
959	26075	1086
960	26100	1059
961	26123	1031
962	26145	1004
963	26182	977
964	26209	950
965	26234	923
966	26257	896
967	26281	868
968	26305	841
969	26330	814
970	26353	787
971	26373	759
972	26396	732
973	26414	705
974	26439	677
975	26466	650
976	26487	623
977	26515	596
978	26541	569
979	26580	542
980	26605	515
981	26623	488
982	26648	460
983	26672	433
984	26696	406
985	26719	379
986	26744	352
987	26769	325
988	26791	297
989	26817	270
990	26836	243
991	26857	216
992	26880	189
993	26905	162
994	26928	135
995	26960	108
996	26986	81
997	27012	54
998	27034	27
999	27059	0
